"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Arab League to hold emergency meeting on U.S. plans to recognize Jerusalem as capital of Israel. Palestinians and Jordan had requested the meeting which will take place on Saturday.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Russian Foreign Minister Sergei Lavrov says progress has been made on confidence-building measures. Measures focused on easing access for Japanese visitors to disputed islands in Pacific.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Japanese Foreign Minister Taro Kono agrees to speed up work on economic cooperation on disputed islands. Kono and Russian counterpart Sergey Lavrov said earlier progress had been made on confidence-building measures.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""South African President Jacob Zuma congratulates Emmerson Mnangagwa. Zuma s comments are the first he has made in public since he emerged as the new leader of Zimbabwe.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Insurgents had taken shelter at the school compound in the central eastern province of Wardak. No children were among the victims of the rocket attack, officials said.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ireland s second-largest party Fianna Fail indicated on Friday it would force an election if the country s deputy prime minister does not resign over a policing scandal.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The family of murdered model Reeva Steenkamp welcomed the increased sentence. Pistorius was sentenced to 13 years and five months in prison on Friday. The family said it showed that justice could prevail in South Africa.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A suicide bomber on a motorcycle killed a top Pakistani police officer and one of his guards. Additional Inspector General Ashraf Noor was leaving his home for work when the bomber rammed into his vehicle. Prime Minister Shahid Khaqan Abbasi condemned the attack.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Incoming Zimbabwe leader Emmerson Mnangagwa assured former president Robert Mugabe he and his family would be safe in the country. The two men spoke for the first time since Mnanggwa returned home this week. The State-owned The Herald newspaper said Mugabe may not attend the swearing-in ceremony.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Zimbabwean finance minister Ignatius Chombo admitted to hospital. Chombo had injuries to his hands, legs and back and was blindfolded. He was being accused of corruption and abuse of power.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ignatius Chombo was among those detained by the military in an operation last week. A relative said Chombo had been severely beaten while in military custody. Police spokeswoman Charity Charamba said she had no information about Chombo.""}, {""role"": ""assistant"", ""content"": ""True""}]}"
