"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jill Stein is no stranger to breaking the law. A North Dakota Judge is charging her with criminal trespass and mischief during protest against a pipeline project.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Washington Post/ABC poll released Saturday night shows that Trump is now favored by 46 percent among registered voters, with Clinton at 44 percent. That marks an eleven-point shift towards Trump since the same poll conducted in March. Clinton is down five points while Trump is up six.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Golf legend Jack Nicklaus said he is supporting Donald Trump for President. Nicklaus says he has done several things with Donald.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former CIA Director Robert Gates rips into Obama for his refusal to say the troops are in a combat role. Obama s doing a great disservice to our troops!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN anchor gets real with Americans about what s going on in world.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Maine Musik says he s going to go to war with Trump with his arsenal of guns and hand grenades if Trump becomes president and takes away his mom s food stamps. The Baton Rouge, Louisiana resident  Maine Musik is a self-confessed Trump fan.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A video posted on YouTube shows the woman, who says she s a mother of 12, carrying a Bible through the store. She calls the store s bathroom policy a  wicked practice and says she wouldn't spend a penny there.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Why isn't Trump vetting Texas Governor Greg Abbott for Vice President? Listen to this strong willed conservative on how he ll push back on Obama s crooked Iran Deal.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""In 1995, HILLARY CLINTON ASSUMED HER COMEDY WAS PRETTY HILARIOUS IT WASN'T.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Watch the trailer for Hillary s America: The Secret History Of The Democratic Party. WOW! What are the Democrats hiding?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Megyn Kelly is her usual Trump bashing self in this Sneak Peek of her interview with The Donald.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Jorge Ramos tries to nail Hillary on the FACT that she voted for a border fence. Hillary Clinton thinks as most  progressives  do if you change the name of something then it s not so bad. Like commie was changed to progressive LOL!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A street cleaner in the picturesque town of L beck near Germany s Baltic coast called police early on Wednesday morning. The lifeless body was wrapped in a blanket with a foot jutting out of one end. After more exact criminal observation, it was ascertained that we were dealing with a so-called sex toy which had no head.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Amazon CEO Jeff Bezos is using the Washington Post and a team of 20 diggers  to take down Donald Trump. Trump responds in the video below:  He s using that for political power against me and against other people.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Matt Schlapp, the leader of the American Conservative Union, slammed Mitt Romney for his continued attacks on GOP nominee Donald Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Lou Dobbs rips into Paul Ryan and it s really awesome! Every word of his commentary is spot on! Bravo!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Clinton has refused to use the term  investigation to describe the probe. She refers to it in interviews as a  security review,  as do her campaign team and surrogates.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Ralph Peters explains why Obama taking an apology trip to Hiroshima is so offensive. Peters: Only country that we nuked in WWII and we had to do it twice.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton caught herself when reciting the Pledge of Allegiance. She left out  Under God but didn't the Democrat party vote to leave God out of the convention platform in 2012?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Vice President Joe Biden spoke with GMA in an interview that aired Wednesday morning. Biden seemed to show signs of regret that he didn't enter the 2016 race when he had the chance.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton talked to a small business owner who has been hit hard by Obamacare. The health insurance for her family has risen dramatically, and after babbling her final thought was  I don t understand.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The deception was really a  Glitch Sure! ""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump released a brilliant video with clips from Hillary s lying and heartless treatment of Benghazi victim s families.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There s a special place in Hell for these jerks.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""O Reilly described the Howard University speech and just how racist it was. He went on to speak of what equality real is.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""DR BEN CARSON: Everything is like Jim Crow. What a bunch of crap. You know, they want to do that so that they can always gain the sympathy, but thinking people know better.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama spoke to graduates of Howard University and managed to offend and confuse everyone. He told these grads they re lucky among other things in this rant-filled lecture.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Actor-comedian Dennis Miller is going after the #NeverTrumpers. Miller: At this point, any vote for anyone that is not Donald Trump is a vote for Hillary Clinton.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Obama promised to shut down the coal industry as one of his bold campaign promises in 2008. Coal miners are taking and stand and letting America know they are not going to sit back.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN's Chris Cuomo asked Donald Trump a question about his attacks on Hillary Clinton. Trump was livid with Cuomo and said he should have congratulated him for winning the election.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A MUST watch video! A must watch video. A MUST WATCH video!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Planned Parenthood, the nation s largest abortion provider, on Sunday celebrated Mother s Day with a tweet picturing two mothers holding their children. Social media users were quick to point out the cognitive dissonance of an abortion provider celebrating mothers.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is great!  It s refreshing to hear somebody not be a wuss  -best line of the video! ""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Gavin McInnes is a self-confessed Donald Trump supporter. He gives his side of the story when dealing with anti-Trump fans.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""This is it this is our LAST CHANCE to turn the conservative ship around and put America first! Chances are really great that if Hillary is elected in 2016 that she ll spend not 4 but 8 years in the White House. Get ready for 8 more years of the Obama policy. If you don t back our candidate then you are giving us liberal Supreme Court Justices, gun control and soft socialism.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Paul Weston, chairman of Liberty GB, reacts to Sadiq Khan's election as Mayor of London. Weston: 'This is a man connected with numerous extremists and has an extremely questionable past'""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton's campaign rally in Los Angeles lasted less than a minute.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton was asked a question about the FBI contacting her or her representatives and gave a flat out lie. Does she not know Americans read and watch the news? This is nutty behavior! Granny needs to get a grip and come clean!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A Krispy Kreme employee is in hot water after they refused to serve a deputy with the Richland County Sheriff s Department. The sheriff s department confirmed the incident and said  the poor actions of one employee does not properly represent the views and values of the community, business, organization as a whole.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sen. John McCain was caught on tape complaining about what a Trump candidacy would do to hurt his chances for reelection.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump held a rally in West Virginia and was endorsed by the coal miners well done!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary has to be one of the worst candidates to ever get this far in a presidential race. Like every good progressive, she only knows what she believes is good for Americans. What Hillary believes are Donald s weaknesses with voters, are actually his strengths.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""House Speaker Paul Ryan says he just isn't ready to endorse Donald Trump as the GOP nominee. Donald Trump responds:  I am not ready to support Speaker Ryan s agenda.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Paul Nehlen is challenging Paul Ryan for his seat in congress. What do you think of this commercial?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""West Virginia has been devastated by a loss of 10,000 jobs due to the Obama administration s efforts to shut down the coal industry. If Hillary Clinton is elected, we can see a continuation of job loss there.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Vicente Fox was interviewed by Breitbart News exclusively when Fox gave this apology to Donald Trump: I apologize. Forgiveness is one of the greatest qualities that human beings have, is the quality of a compassionate leader. If this is what s to come, IT S GOING to be AWESOME!""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton lied to a coal worker. She lied again. She lies again. And again. Hillary Clinton lied AGAIN.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Great parenting huh? Great parenting huh.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A recent AFL-CIO poll found that Trump has more support than Hillary and Bernie Sanders combined. After years of towing the union line, life-long Democrat union members are switching their allegiance to Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
